dataset_id	file_name	source_url	download_date	file_size	sha256	file_role	note
GSE62254	GSE62254_series_matrix.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62254/matrix/GSE62254_series_matrix.txt.gz	2026-06-09	85256104	DFD3622A445C0487596E182906E80FBEAF8930AB1ECCA120137DBA6207945145	bulk_geo_series_matrix	F5/F2.4 ACRG external bulk cohort candidate; platform GPL570
GSE84437	GSE84437_series_matrix.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84437/matrix/GSE84437_series_matrix.txt.gz	2026-06-09	130863613	BCB5097075C9EBC11925FECE9A1CE7C0D0C447E8551FAD256337B2460AEB59E7	bulk_geo_series_matrix	F5/F2.4 external bulk cohort candidate; platform GPL6947
GPL570	GPL570.annot.gz	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPLnnn/GPL570/annot/GPL570.annot.gz	2026-06-09	8471521	D7CD44352127B1E34F3A720EBEA86093EF255A38F1612A85A2962B71BDE8F394	geo_platform_probe_annotation	Probe annotation for GPL570 cohorts
GPL6947	GPL6947.annot.gz	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL6nnn/GPL6947/annot/GPL6947.annot.gz	2026-06-09	6956785	244C4EF6394ABD8C87309318F3F27E9E63C45D2D1C3E89303818F1F63A290824	geo_platform_probe_annotation	Probe annotation for GPL6947 cohorts
GPL8432	GPL8432_HUMANREF-8_V3_0_R1_11282963_A_WGDASL.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8432/suppl/GPL8432_HUMANREF-8_V3_0_R1_11282963_A_WGDASL.txt.gz	2026-06-09	10211449	A5271F1C6F0247F7A94E144F1637F8D5299DAF2065523B252958337EFA98591A	geo_platform_probe_annotation_suppl	Supplemental probe annotation for GPL8432; official annot directory unavailable
TCGA-STAD	TCGA-STAD.survival.tsv.gz	https://gdc.xenahubs.net/download/TCGA-STAD.survival.tsv.gz	2026-06-09	3996	E2FBBE163AAE49189CFCEE4B89A7EADEAABB5FB46B6DB7A09C67989EBE3DB86F	tcga_stad_survival_table	Small Xena survival table; must be reconciled with downloaded TCGA expression/clinical/CNV resources by barcode before survival or multiomics analysis; does not replace expression, clinical, mutation, CNV or methylation audit.
TCGA-STAD	TCGA-STAD.star_counts.tsv.gz	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.star_counts.tsv.gz	2026-06-20	57991361	0DAD0CC6DC8681FC473A5DE1ABB62998FCC7D9DB80E295C9D4E77FEF98E4EBD5	xena_star_counts_expression	download_status=complete; read_status=gzip_read_ok; full-stream inverse validation PASS in results/F0_audit/TCGA_STAD_star_counts_inverse_validation.tsv: 27175680/27175680 numeric values satisfy round(2^x-1) integer reconstruction at tolerance 1e-6, max error 8.381903171539307e-09. Stored values remain log2(count+1), not directly stored integers. Reconstructed integer counts are allowed for DESeq2 VST for WGCNA after F7 gene/sample audit; this is not blanket authorization for DESeq2 differential expression.
TCGA-STAD	TCGA-STAD.star_tpm.tsv.gz	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.star_tpm.tsv.gz	2026-06-20	147329295	6C0D00FE28A25E1FD41905F9C818EC39BD6F15694F85BDE4609A1522ADDE665C	xena_star_tpm_expression	download_status=complete; read_status=gzip_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; sample barcode and gene symbol mapping must be audited; do not mix sample-level and patient-level records TPM suitable candidate for normalized expression scoring/correlation after log/normalization decision; not for count models
TCGA-STAD PanCancer Atlas 2018	data_clinical_patient.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	134386	E92ACFD65317E19E8682460999F984F6B57D340DC38ED184BCE3B6FA8411A4D5	cbioportal_pancan_clinical_patient	download_status=complete; read_status=plain_text_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal PanCancer clinical annotations; must reconcile with Xena/GDC barcodes and survival endpoints usable for subtype/MSI/clinical covariates after sample matching audit
TCGA-STAD PanCancer Atlas 2018	data_clinical_sample.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	93194	E082F706BBBB5FF1104389B93CDC852F9DD31019B0BCF4AFCBF7D7654CB2ACE1	cbioportal_pancan_clinical_sample	download_status=complete; read_status=plain_text_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal PanCancer clinical annotations; must reconcile with Xena/GDC barcodes and survival endpoints usable for subtype/MSI/clinical covariates after sample matching audit
TCGA-STAD PanCancer Atlas 2018	data_cna.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	24627999	4780337064E69C0F1D68A1338FB5560163479674D4328D3339E8601AA93E742D	cbioportal_gistic_discrete_cna	download_status=complete; read_status=plain_text_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal source; CNV interpretation must cite GISTIC/log2 CNA profile metadata and match samples to expression; not raw segment-level evidence usable candidate for F7 CNV event and cis-CNV expression analysis after sample matching audit
TCGA-STAD PanCancer Atlas 2018	data_log2_cna.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	68743156	75DE2036E7FA12025A32176A5D7FC0639472A4371D19CF20FB7A00F098630FA2	cbioportal_log2_cna	download_status=complete; read_status=plain_text_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal source; CNV interpretation must cite GISTIC/log2 CNA profile metadata and match samples to expression; not raw segment-level evidence usable candidate for F7 CNV event and cis-CNV expression analysis after sample matching audit
TCGA-STAD PanCancer Atlas 2018	meta_cna.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	445	EEFDECD8334A9B3AA8CC65B6C9489508E7D57C30569A74802E22121B2056A251	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	meta_log2_cna.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	332	7A7D521AECDE91FA86FC89C925E101E2C2A9529E412F0C6182706B4B7EED0B36	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	meta_clinical_patient.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	158	3A2D3C68ACC9D1B78EE5BBF98B7D23D4B2E8AA6D6A42DD8B471662C84112D861	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	meta_clinical_sample.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	156	F732DE58E7953606BACE58391EC4D8032922B933935FF9D9DAE20979AAE6ABD1	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	meta_study.txt	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	594	43A3342C22833E5B23C3B1E3BA556484041C49CAD930195FE236455CBB95A926	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	README.md	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	2026-06-20	1541	7969716B3516AB0D994EFA9DEE8D19CBA42EFE1E48AB476A3ABA9062D54B56E6	cbioportal_metadata_or_readme	download_status=complete; read_status=plain_text_read_ok; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD PanCancer Atlas 2018	data_mutations.txt.git_lfs_pointer_not_data	https://github.com/cBioPortal/datahub/blob/master/public/stad_tcga_pan_can_atlas_2018/data_mutations.txt	2026-06-20	134	ABE127B35CD4957C00008ACC55F747EE4ABC16E212E5F7B5FFD2B648D01F8564	cbioportal_mutation_lfs_pointer_not_maf	download_status=failed_lfs_pointer_only; read_status=not_real_data_git_lfs_pointer; audit_decision=not_usable_pending_redownload_or_api; Not a usable mutation MAF; full LFS download failed locally. For F7 TMB/full mutation analysis, use server-side cBioPortal/GDC download or API after F7 plan approval. not usable for TMB or mutation burden; gene-specific mutation queries may use cBioPortal API later
TCGA-STAD	TCGA-STAD.GDC_cases_clinical.json	https://api.gdc.cancer.gov/cases	2026-06-20	3655827	D132CC975164F85DB25692B23592418F9CA6BC9472FBA31C9B6C668D3A76AFCB	gdc_cases_clinical_json	download_status=complete; read_status=json_or_tsv_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; case count differs from Xena survival and cBioPortal PanCancer samples; requires barcode harmonization before survival/clinical models usable for patient/sample metadata audit and covariate availability after reconciliation
TCGA-STAD	TCGA-STAD.GDC_cases_clinical_flattened.tsv	https://api.gdc.cancer.gov/cases	2026-06-20	107713	8D4BEA48E9087821E17539610D8205816739AE0690C74DF33A89130B4AC4056E	gdc_cases_clinical_flattened	download_status=complete; read_status=json_or_tsv_read_ok; audit_decision=downloaded_readable_use_after_section_specific_audit; case count differs from Xena survival and cBioPortal PanCancer samples; requires barcode harmonization before survival/clinical models usable for patient/sample metadata audit and covariate availability after reconciliation
TCGA-STAD	gdc_masked_somatic_mutation_manifest.tsv	https://api.gdc.cancer.gov/files or https://api.gdc.cancer.gov/data	2026-06-20	149499	0ED28720681C91C82D390A692B3BE085A2018A0D1285E94FC44FDCF57206455B	gdc_masked_somatic_mutation_manifest	download_status=complete; read_status=readable_metadata; audit_decision=metadata_available; manifest only, not mutation data useful for planning GDC redownload
TCGA-STAD	TCGA-STAD.masked_somatic_mutation_gdc_files.tar.gz.failed_integrity	https://api.gdc.cancer.gov/files or https://api.gdc.cancer.gov/data	2026-06-20	11493376	A3F159964EE042185BD5CDB9CA6651A53C2D1C4E5A902FB1EB39EF026CB11A60	gdc_masked_somatic_mutation_tar_failed	download_status=failed_integrity_check; read_status=tarfile_integrity_failed; audit_decision=superseded_failed_artifact_do_not_use; superseded by TCGA-STAD.masked_somatic_mutation.verified_maf_files.tar
TCGA-STAD	gdc_masked_somatic_mutation_batch_download_summary.json	https://api.gdc.cancer.gov/files or https://api.gdc.cancer.gov/data	2026-06-20	2582	63BA32C6571D97BEF59CBC59D16FAD1DE3352232CD1EE190EDCF282C2B6C4A7C	gdc_masked_somatic_mutation_batch_summary	download_status=failed_integrity_check; read_status=readable_metadata; audit_decision=not_usable_pending_redownload; all attempted batches failed integrity check not usable as mutation table unless redownloaded and integrity-verified
GSE206785	GSE206785_series_matrix.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/	2026-06-20	4394	3F5A80A549229B1E4E65534F2446A6D69EF59B03CFCDE0CBD338B2C32B7032CF	geo_series_matrix_metadata	download_status=complete; read_status=gzip_read_ok; audit_decision=metadata_available; metadata only supports metadata reconnaissance only
GSE206785	GSE206785_metadata.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/	2026-06-20	118418	E9019A23116E7A6C6B17FFECA989887B4374E814804FA328574A625590849AD4	geo_cell_metadata	download_status=complete; read_status=gzip_read_ok; audit_decision=metadata_available; metadata only supports metadata reconnaissance only
GSE206785	GSE206785_scgex.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/suppl/GSE206785_scgex.txt.gz	2026-06-20	247163920	0D9B51BAF814741C47273C747345BEE1291AE5056187968B09A22A54DF687EC7	geo_processed_scRNA_expression_log1p	download_status=complete; read_status=gzip_full_stream_read_twice_ok; audit_decision=downloaded_readable_processed_expression_use_after_section_specific_audit; 111140 Cell rows x 25287 genes, comma-delimited log1p(count)-like values; not raw counts or raw droplets
TCGA-STAD	TCGA-STAD.methylation450.tsv.gz	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.methylation450.tsv.gz	2026-06-20	1325740274	87C3F54E034D7FE693ECF2A8E059B8BC329712BF0703A1E886E6F428DB23B29C	xena_methylation450_beta_matrix	download_status=complete; read_status=gzip_full_stream_read_ok; audit_decision=downloaded_readable_use_after_F7_specific_audit; 486427 CpG probes x 397 sample columns, beta values with missing entries
TCGA-STAD	TCGA-STAD.masked_somatic_mutation.verified_maf_files.tar	https://api.gdc.cancer.gov/data/{file_id}	2026-06-20	61767680	47D5312FDFB2A70AE00D46FC9BFD44F3CC6F37F05F4B84952341B91B9355C933	gdc_masked_somatic_mutation_verified_collection	download_status=complete; read_status=tar_434_members_match_manifest_size_md5_and_gzip; audit_decision=downloaded_verified_use_after_F7_specific_audit; 183107 MAF rows across 431 nonempty tumor samples plus 3 zero-variant files
TCGA-STAD	gdc_masked_somatic_mutation_file_checksums.tsv	https://api.gdc.cancer.gov/data/{file_id}	2026-06-20	211460	1830B88C5EA6116D7821E38E55C010FD441B2629C8F10D66E539F7C36F1E3C40	gdc_masked_somatic_mutation_per_file_checksums	download_status=generated_from_verified_collection; read_status=434_rows_all_official_md5_match_all_gzip_ok; contains per-file relative path, official MD5, local MD5, local SHA256 and variant-row counts
